1,1,1.903300605,1.917912051,1.932523498,1.959068947,1.960689186,1.969012162,1.969283429,1.978673453,1.977132161,1.965071197,1.967783871,1.990938478,1.991606213,1.989633359,1.971032169,1.989904627,2.007475353,2.021232484,2.022976345,2.026367188,2.073567708,2.175874256,2.37389943,2.703566778,3.243621342,4.098113529,5.260179308,6.615024143,7.788933648,8.716237647,9.274370242,9.689118661,9.981127542,10.31071739,10.58043465,10.81136068,10.94411214,11.03343661,11.11016652,11.22345455,11.40249101,11.58094618,11.60001836,11.63059759,11.66117682
1,1,2.049061609,2.061980717,2.074899825,2.080426897,2.086859809,2.105678982,2.137431796,2.150762649,2.150762649,2.14244577,2.133008402,2.151318949,2.167386323,2.178091955,2.180707747,2.170103659,2.195211303,2.194358749,2.2036065,2.203097873,2.256266276,2.362641834,2.568605567,2.937359636,3.557709339,4.511257074,5.816765158,7.307024573,8.630287627,9.665405124,10.28706384,10.72411729,11.10468155,11.51012453,11.81847504,11.98004036,12.09214776,12.2548113,12.35035377,12.45921301,12.60637556,12.81513032,12.9386315,12.9824332,13.0262349
1,1,2.203123708,2.204570468,2.206017227,2.211472384,2.186275819,2.196764824,2.218048878,2.243714944,2.249223758,2.222305689,2.236755893,2.24739792,2.281828008,2.287253355,2.291176299,2.265353733,2.267388238,2.252823267,2.290897579,2.318024315,2.387927827,2.476501465,2.669101291,3.029305594,3.650134859,4.61390904,5.980515253,7.634703621,9.177439856,10.34233941,11.09971788,11.66632758,12.15918647,12.56950229,12.86603142,13.06548559,13.18838276,13.36749188,13.53509636,13.71392144,13.83228046,13.97083548,14.05242707,14.1060128,14.15959854
1,2,1.850963029,1.871129223,1.891295418,1.91164047,1.927257719,1.922491164,1.914196643,1.91539797,1.92055205,1.919691298,1.922675239,1.926066081,1.923522949,1.918368869,1.912846641,1.93132673,1.948687841,1.968960232,1.971412072,1.975543682,1.993854229,2.034373606,2.11921769,2.256377249,2.505018446,2.946133084,3.668479314,4.640085968,5.761606964,6.768396399,7.544972253,8.072222103,8.464397202,8.799141126,9.03138772,9.204805069,9.347142929,9.486025856,9.607559595,9.743625515,9.824424436,9.909925822,9.951346261,10.05547418,10.15960209
1,2,2.286396329,2.301703559,2.317010789,2.331978934,2.340251098,2.312349312,2.288080572,2.273756182,2.291776085,2.29278365,2.28953528,2.27258107,2.264816042,2.252340724,2.251275031,2.250902038,2.255820623,2.270352803,2.280389695,2.304319351,2.31710767,2.365217734,2.45217979,2.647581719,2.983314971,3.567374466,4.537050948,5.871855907,7.485688038,8.962425819,10.09954469,10.86228293,11.47683764,11.97691902,12.38042177,12.59680593,12.80513926,12.93463813,13.13318734,13.28740284,13.39032942,13.49644737,13.5698591,13.72517904,13.88049898
1,2,2.524888035,2.541164077,2.557440118,2.587984119,2.617155793,2.61866714,2.6171875,2.608003162,2.632068452,2.642919147,2.643965464,2.623620412,2.617420015,2.629627046,2.639508929,2.656017485,2.664271763,2.690139044,2.696353533,2.718209931,2.75612571,2.829538625,2.940215709,3.118829413,3.449358259,3.981817336,4.88504822,6.189301692,7.918586405,9.591888689,10.91621595,11.74069688,12.28218827,12.78173754,13.15917969,13.53678385,13.78050714,13.98825025,14.11113436,14.19731392,14.3365322,14.47018354,14.59578629,14.66753651,14.73928673
1,4,2.141351758,2.163395957,2.185440157,2.210590516,2.223960122,2.230554005,2.250434028,2.262328058,2.256986178,2.23419972,2.239938068,2.270701575,2.292572506,2.300710527,2.290479872,2.290116567,2.302129836,2.307012649,2.320227245,2.328016493,2.351345486,2.378597423,2.439981351,2.546758966,2.748456682,3.102863018,3.742988782,4.758901006,6.188688667,7.828225989,9.259145362,10.29643002,11.02165846,11.6162087,12.04752381,12.33429216,12.56990351,12.75484227,12.98103752,13.13435574,13.34416623,13.51890414,13.61598656,13.74520065,13.87441475
1,4,2.387674175,2.38355232,2.379430465,2.383964506,2.409580776,2.426476857,2.438218859,2.447374132,2.461286272,2.454775856,2.464076451,2.476477245,2.494497148,2.494419643,2.509339348,2.519802517,2.534412202,2.512541271,2.510506766,2.513122559,2.556501116,2.588181269,2.648925781,2.757626488,2.95828683,3.32224528,3.906826443,4.83931843,6.14933035,7.683889812,9.030145383,10.05869548,10.77824448,11.37863295,11.8005312,12.13392584,12.38025484,12.61858259,12.79936291,12.99333398,13.17854661,13.27186258,13.27436659,13.23796348,13.20156037
1,4,2.310599421,2.310371784,2.310144147,2.321842552,2.319207384,2.331101414,2.32362852,2.335486779,2.341120793,2.351136819,2.369311732,2.401684958,2.434237041,2.416992188,2.394634987,2.367314489,2.367605132,2.366783505,2.375323956,2.373289451,2.372984275,2.394268329,2.450921474,2.589064378,2.825818184,3.260934012,4.006580171,5.178251721,6.829107375,8.644467308,10.25986444,11.45840599,12.36623128,13.04338243,13.52681478,13.86178153,14.07865978,14.30420626,14.40418766,14.59178842,14.81206985,15.03559713,15.11275332,15.17756685,15.24238037
1,8,2.287178871,2.2984469,2.309714929,2.302633794,2.308515053,2.343362475,2.342199901,2.344815693,2.338373093,2.358136858,2.372649662,2.389264788,2.397492238,2.396907969,2.385066106,2.392765925,2.389591203,2.395329551,2.398132647,2.425453146,2.442250855,2.450569721,2.442073985,2.464101416,2.53587101,2.687363398,2.998860677,3.496752542,4.338456411,5.503840371,6.95539202,8.387325972,9.493209969,10.29209235,10.79852764,11.14121135,11.41410632,11.66712144,11.95561428,12.13844848,12.25361173,12.45055184,12.56323212,12.75902903,12.95482594
